FILENAME;PID;FILEEXTENSION;MIMETYPE;LABEL;NOTE
at201_08.mp3;12477077;mp3;audio/mpeg;A1: Requiem und Kyrie;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / A1: Requiem und Kyrie
at201_09.mp3;12477078;mp3;audio/mpeg;A2: Dies irae;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / A2: Dies irae
at201_10.mp3;12477079;mp3;audio/mpeg;A3: Tuba mirum;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / A3: Tuba mirum
at201_11.mp3;12477080;mp3;audio/mpeg;A4: Liber scriptus;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / A4: Liber scriptus
at201_12.mp3;12477081;mp3;audio/mpeg;B1: Quid sum miser;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / B1: Quid sum miser
at201_13.mp3;12477082;mp3;audio/mpeg;B2: Rex tremendae;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / B2: Rex tremendae
at201_14.mp3;12477083;mp3;audio/mpeg;B3: Recordare;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / B3: Recordare
at201_15.mp3;12477084;mp3;audio/mpeg;B4: Ingemisco;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / B4: Ingemisco
at201_16.mp3;12477085;mp3;audio/mpeg;B5: Confutatis;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / B5: Confutatis
at201_17.mp3;12477086;mp3;audio/mpeg;B6: Lacrimosa;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / B6: Lacrimosa
at201_18.mp3;12477087;mp3;audio/mpeg;C1: Offertorium - Domine Jesu Christe;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / C1: Offertorium - Domine Jesu Christe
at201_19.mp3;12477088;mp3;audio/mpeg;C2: Sanctus;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / C2: Sanctus
at201_20.mp3;12477089;mp3;audio/mpeg;C3: Agnus Dei;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / C3: Agnus Dei
at201_21.mp3;12477090;mp3;audio/mpeg;D1: Lux Aeterna;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / D1: Lux Aeterna
at201_22.mp3;12477091;mp3;audio/mpeg;D2: Libera me;Verdi, Giuseppe ; Toscanini, Arturo: Requiem / D2: Libera me
at202x_A1_Vorspiel_und_1._Akt.mp3;13495842;mp3;audio/mpeg;A1: Vorspiel und 1. Akt;at202x A1 Vorspiel und 1. Akt.mp3
at202x_B1_2._Akt__erste_Szene.mp3;13495843;mp3;audio/mpeg;B1: 2. Akt, erste Szene;at202x B1 2. Akt, erste Szene.mp3
at202x_C1_2._Akt__zweite_Szene.mp3;13495844;mp3;audio/mpeg;C1: 2. Akt, zweite Szene;at202x C1 2. Akt, zweite Szene.mp3
at202x_D1_3._Akt.mp3;13495845;mp3;audio/mpeg;D1: 3. Akt;at202x D1 3. Akt.mp3
at303x_A1_1._Akt__Teil_1_.mp3;13495974;mp3;audio/mpeg;A1: 1. Akt (Teil 1);at303x A1 1. Akt (Teil 1).mp3
at303x_B1_1._Akt__Teil_2_.mp3;13495975;mp3;audio/mpeg;B1: 1. Akt (Teil 2);at303x B1 1. Akt (Teil 2).mp3
at303x_B2_2._Akt__Teil_1_.mp3;13495976;mp3;audio/mpeg;B2: 2. Akt (Teil 1);at303x B2 2. Akt (Teil 1).mp3
at303x_C1_2._Akt__Teil_2_.mp3;13495977;mp3;audio/mpeg;C1: 2. Akt (Teil 2);at303x C1 2. Akt (Teil 2).mp3
at303x_D1_3._Akt__Teil_1_.mp3;13495978;mp3;audio/mpeg;D1: 3. Akt (Teil 1);at303x D1 3. Akt (Teil 1).mp3
at303x_E1_3._Akt__Teil_2_.mp3;13495979;mp3;audio/mpeg;E1: 3. Akt (Teil 2);at303x E1 3. Akt (Teil 2).mp3
at303x_F1_4._Akt.mp3;13495980;mp3;audio/mpeg;F1: 4. Akt;at303x F1 4. Akt.mp3
avl10898_06.mp3;12354559;mp3;audio/mpeg;A1: Rêverie, Passions;Berlioz, Hector ; Münch, Charles: Symphonie fantastique / A1: Rêverie, Passions
avl10898_07.mp3;12354561;mp3;audio/mpeg;A2: Un Bal;Berlioz, Hector ; Münch, Charles: Symphonie fantastique / A2: Un Bal
avl10898_08.mp3;12354563;mp3;audio/mpeg;B1: Scène aux Champs;Berlioz, Hector ; Münch, Charles: Symphonie fantastique / B1: Scène aux Champs
avl10898_09.mp3;12354565;mp3;audio/mpeg;B2: Marche au Supplice;Berlioz, Hector ; Münch, Charles: Symphonie fantastique / B2: Marche au Supplice
avl10898_10.mp3;12354567;mp3;audio/mpeg;B3: Songe d'une Nuit de Sabbat;Berlioz, Hector ; Münch, Charles: Symphonie fantastique / B3: Songe d'une Nuit de Sabbat
blk16116_A1_Moderato.mp3;13849348;mp3;audio/mpeg;A1: Moderato;blk16116 A1 Moderato.mp3
blk16116_A2_Andante_poco_mosso.mp3;13849349;mp3;audio/mpeg;A2: Andante poco mosso;blk16116 A2 Andante poco mosso.mp3
blk16116_B1_Scherzo__Allegro_vivace___Un_poco_piu_lento.mp3;13849350;mp3;audio/mpeg;B1: Scherzo, Allegro vivace - Un poco piu lento;blk16116 B1 Scherzo, Allegro vivace - Un poco piu lento.mp3
blk16116_B2_Rondo__Allegro_vivace.mp3;13849351;mp3;audio/mpeg;B2: Rondo, Allegro vivace;blk16116 B2 Rondo, Allegro vivace.mp3
blk16116_B3_Des_Abends.mp3;13849352;mp3;audio/mpeg;B3: Des Abends;blk16116 B3 Des Abends.mp3
blk16116_B4_Aufschwung.mp3;13849353;mp3;audio/mpeg;B4: Aufschwung;blk16116 B4 Aufschwung.mp3
blk16116_B5_Warum.mp3;13849354;mp3;audio/mpeg;B5: Warum?;blk16116 B5 Warum.mp3
blk16116_B6_In_der_Nacht.mp3;13849355;mp3;audio/mpeg;B6: In der Nacht;blk16116 B6 In der Nacht.mp3
br307_A1_Vrig_gz_s__In_voller_Bl_te_.mp3;13497932;mp3;audio/mpeg;A1: Vrigágzás (In voller Blüte);br307 A1 Vrigágzás (In voller Blüte).mp3
br307_A2_A_Falu_T_nca__Dorftanz_.mp3;13497933;mp3;audio/mpeg;A2: A Falu Tánca (Dorftanz);br307 A2 A Falu Tánca (Dorftanz).mp3
br307_B1a_I_Lassu.mp3;13497934;mp3;audio/mpeg;B1a: I Lassu;br307 B1a I Lassu.mp3
br307_B1b_II_Friss.mp3;13497935;mp3;audio/mpeg;B1b: II Friss;br307 B1b II Friss.mp3
br307_B2a_I_Lassu.mp3;13497936;mp3;audio/mpeg;B2a: I Lassu;br307 B2a I Lassu.mp3
br307_B2b_II_Friss.mp3;13497937;mp3;audio/mpeg;B2b: II Friss;br307 B2b II Friss.mp3
c047-2856x_09.mp3;12493849;mp3;audio/mpeg;A1: Adagio;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / A1: Adagio
c047-2856x_10.mp3;12493850;mp3;audio/mpeg;A2: Fuga (Allegro);Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / A2: Fuga (Allegro)
c047-2856x_11.mp3;12493851;mp3;audio/mpeg;A3: Siciliana;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / A3: Siciliana
c047-2856x_12.mp3;12493852;mp3;audio/mpeg;A4: Presto;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / A4: Presto
c047-2856x_13.mp3;12493853;mp3;audio/mpeg;B1: Allemanda;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / B1: Allemanda
c047-2856x_14.mp3;12493854;mp3;audio/mpeg;B2: Double;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / B2: Double
c047-2856x_15.mp3;12493855;mp3;audio/mpeg;B3: Corrente;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / B3: Corrente
c047-2856x_16.mp3;12493856;mp3;audio/mpeg;B4: Double;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / B4: Double
c047-2856x_17.mp3;12493857;mp3;audio/mpeg;B5: Sarabande;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / B5: Sarabande
c047-2856x_18.mp3;12493858;mp3;audio/mpeg;B6: Double;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / B6: Double
c047-2856x_19.mp3;12493859;mp3;audio/mpeg;B7: Tempo di Borea;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / B7: Tempo di Borea
c047-2856x_20.mp3;12493860;mp3;audio/mpeg;B8: Double;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / B8: Double
c047-2856x_21.mp3;12493861;mp3;audio/mpeg;C1: Grave;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / C1: Grave
c047-2856x_22.mp3;12493862;mp3;audio/mpeg;C2: Fuga;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / C2: Fuga
c047-2856x_23.mp3;12493863;mp3;audio/mpeg;C3: Andante;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / C3: Andante
c047-2856x_24.mp3;12493864;mp3;audio/mpeg;C4: Allegro;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / C4: Allegro
c047-2856x_25.mp3;12493865;mp3;audio/mpeg;D1: Allemanda;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / D1: Allemanda
c047-2856x_26.mp3;12493866;mp3;audio/mpeg;D2: Corrente;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / D2: Corrente
c047-2856x_27.mp3;12493867;mp3;audio/mpeg;D3: Sarabanda;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / D3: Sarabanda
c047-2856x_28.mp3;12493868;mp3;audio/mpeg;D4: Giga;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / D4: Giga
c047-2856x_29.mp3;12493869;mp3;audio/mpeg;D5: Ciaccona;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / D5: Ciaccona
c047-2856x_30.mp3;12493870;mp3;audio/mpeg;E1: Adagio;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / E1: Adagio
c047-2856x_31.mp3;12493871;mp3;audio/mpeg;E2: Fuga;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / E2: Fuga
c047-2856x_32.mp3;12493872;mp3;audio/mpeg;E3: Largo;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / E3: Largo
c047-2856x_33.mp3;12493873;mp3;audio/mpeg;E4: Allegro assai;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / E4: Allegro assai
c047-2856x_34.mp3;12493874;mp3;audio/mpeg;F1: Preludio;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / F1: Preludio
c047-2856x_35.mp3;12493875;mp3;audio/mpeg;F2: Loure;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / F2: Loure
c047-2856x_36.mp3;12493876;mp3;audio/mpeg;F3: Gavotte en Rondeaux;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / F3: Gavotte en Rondeaux
c047-2856x_37.mp3;12493877;mp3;audio/mpeg;F4: Menuet I;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / F4: Menuet I
c047-2856x_38.mp3;12493878;mp3;audio/mpeg;F5: Menuet II;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / F5: Menuet II
c047-2856x_39.mp3;12493879;mp3;audio/mpeg;F6: Bourrée;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / F6: Bourrée
c047-2856x_40.mp3;12493880;mp3;audio/mpeg;F7: Gigue;Bach, Johann Sebastian ; Szeryng, Henryk: Sonaten und Partiten für Violine solo / F7: Gigue
c04750806_A1_Allegro_moderato.mp3;14072835;mp3;audio/mpeg;A1: Allegro moderato;c04750806 A1 Allegro moderato.mp3
c04750806_A2_Adagio.mp3;14072836;mp3;audio/mpeg;A2: Adagio;c04750806 A2 Adagio.mp3
c04750806_A3_Rondo.mp3;14072837;mp3;audio/mpeg;A3: Rondo;c04750806 A3 Rondo.mp3
c04750806_B1_Allegro_moderato.mp3;14072838;mp3;audio/mpeg;B1: Allegro moderato;c04750806 B1 Allegro moderato.mp3
c04750806_B2_Adagio_non_troppo.mp3;14072839;mp3;audio/mpeg;B2: Adagio non troppo;c04750806 B2 Adagio non troppo.mp3
c04750806_B3_Rondo__Allegro_.mp3;14072840;mp3;audio/mpeg;B3: Rondo (Allegro);c04750806 B3 Rondo (Allegro).mp3
c051-43371_05.mp3;11986015;mp3;audio/mpeg;A1: Aria;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A1: Aria
c051-43371_06.mp3;11986016;mp3;audio/mpeg;A2: Variatio 1;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A2: Variatio 1
c051-43371_07.mp3;11986017;mp3;audio/mpeg;A3: Variatio 2;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A3: Variatio 2
c051-43371_08.mp3;11986018;mp3;audio/mpeg;A4: Variatio 3 (Canone all Unisuono);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A4: Variatio 3 (Canone all Unisuono)
c051-43371_09.mp3;11986019;mp3;audio/mpeg;A5: Variatio 4;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A5: Variatio 4
c051-43371_10.mp3;11986020;mp3;audio/mpeg;A6: Variatio 5;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A6: Variatio 5
c051-43371_11.mp3;11986021;mp3;audio/mpeg;A7: Variatio 6 (Canone alla Seconda);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A7: Variatio 6 (Canone alla Seconda)
c051-43371_12.mp3;11986022;mp3;audio/mpeg;A8: Variatio 7 (al tempo di Giga);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A8: Variatio 7 (al tempo di Giga)
c051-43371_13.mp3;11986023;mp3;audio/mpeg;A9: Variatio 8;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A9: Variatio 8
c051-43371_14.mp3;11986024;mp3;audio/mpeg;A10: Variatio 9 (Canone alla Terza);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A10: Variatio 9 (Canone alla Terza)
c051-43371_15.mp3;11986025;mp3;audio/mpeg;A11: Variatio 10 (Fugetta);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A11: Variatio 10 (Fugetta)
c051-43371_16.mp3;11986026;mp3;audio/mpeg;A12: Variatio 11;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A12: Variatio 11
c051-43371_17.mp3;11986027;mp3;audio/mpeg;A13: Variatio 12 (Canone alla Quarta);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A13: Variatio 12 (Canone alla Quarta)
c051-43371_18.mp3;11986028;mp3;audio/mpeg;A14: Variatio 13;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A14: Variatio 13
c051-43371_19.mp3;11986029;mp3;audio/mpeg;A15: Variatio 14;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A15: Variatio 14
c051-43371_20.mp3;11986030;mp3;audio/mpeg;A16: Variatio 15 (andante. Canone alla Quinta);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A16: Variatio 15 (andante. Canone alla Quinta)
c051-43371_21.mp3;11986031;mp3;audio/mpeg;A17: Variatio 16 (Ouverture);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / A17: Variatio 16 (Ouverture)
c051-43371_22.mp3;11986032;mp3;audio/mpeg;B1: Variatio 17;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B1: Variatio 17
c051-43371_23.mp3;11986033;mp3;audio/mpeg;B2: Variatio 18 (Canone alla Sexta);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B2: Variatio 18 (Canone alla Sexta)
c051-43371_24.mp3;11986034;mp3;audio/mpeg;B3: Variatio 19;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B3: Variatio 19
c051-43371_25.mp3;11986035;mp3;audio/mpeg;B4: Variatio 20;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B4: Variatio 20
c051-43371_26.mp3;11986036;mp3;audio/mpeg;B5: Variatio 21 (Canone alla Settima);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B5: Variatio 21 (Canone alla Settima)
c051-43371_27.mp3;11986037;mp3;audio/mpeg;B6: Variatio 22 (alla breve);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B6: Variatio 22 (alla breve)
c051-43371_28.mp3;11986038;mp3;audio/mpeg;B7: Variatio 23;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B7: Variatio 23
c051-43371_29.mp3;11986039;mp3;audio/mpeg;B8: Variatio 24 (Canone all Ottava);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B8: Variatio 24 (Canone all Ottava)
c051-43371_30.mp3;11986040;mp3;audio/mpeg;B9: Variatio 25 (adagio);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B9: Variatio 25 (adagio)
c051-43371_31.mp3;11986041;mp3;audio/mpeg;B10: Variatio 26;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B10: Variatio 26
c051-43371_32.mp3;11986042;mp3;audio/mpeg;B11: Variatio 27 (Canone alla Nona);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B11: Variatio 27 (Canone alla Nona)
c051-43371_33.mp3;11986043;mp3;audio/mpeg;B12: Variatio 28;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B12: Variatio 28
c051-43371_34.mp3;11986044;mp3;audio/mpeg;B13: Variatio 29;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B13: Variatio 29
c051-43371_35.mp3;11986045;mp3;audio/mpeg;B14: Variatio 30 (Quodlibet);Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B14: Variatio 30 (Quodlibet)
c051-43371_36.mp3;11986046;mp3;audio/mpeg;B15: Aria da Capo è Fine;Bach, Johann Sebastian ; Landowska, Wanda: Variations Goldberg / B15: Aria da Capo è Fine
c05328925_05.mp3;12998460;mp3;audio/mpeg;A1: Präludium F-Dur (Op. 85, Nr. 3);Reger, Max: Max Reger spielt eigene Orgelwerke / A1: Präludium F-Dur (Op. 85, Nr. 3)
c05328925_06.mp3;12998461;mp3;audio/mpeg;A2: Romanze a-Moll (Op. 80, Nr. 8);Reger, Max: Max Reger spielt eigene Orgelwerke / A2: Romanze a-Moll (Op. 80, Nr. 8)
c05328925_07.mp3;12998462;mp3;audio/mpeg;A3: Moment musical D-Dur (Op. 69, Nr. 4);Reger, Max: Max Reger spielt eigene Orgelwerke / A3: Moment musical D-Dur (Op. 69, Nr. 4)
c05328925_08.mp3;12998463;mp3;audio/mpeg;A4: Melodie B-Dur (Op. 59, Nr. 11);Reger, Max: Max Reger spielt eigene Orgelwerke / A4: Melodie B-Dur (Op. 59, Nr. 11)
c05328925_09.mp3;12998464;mp3;audio/mpeg;A5: Fuge G-Dur (Op. 56, Nr. 3);Reger, Max: Max Reger spielt eigene Orgelwerke / A5: Fuge G-Dur (Op. 56, Nr. 3)
c05328925_10.mp3;12998465;mp3;audio/mpeg;B1: Choralvorspiel 'Jesus meine Zuversicht' (Op. 67, Nr. 20);Reger, Max: Max Reger spielt eigene Orgelwerke / B1: Choralvorspiel 'Jesus meine Zuversicht' (Op. 67, Nr. 20)
c05328925_11.mp3;12998466;mp3;audio/mpeg;B2: Choralvorspiel 'O wie selig' (Op. 67, Nr. 52);Reger, Max: Max Reger spielt eigene Orgelwerke / B2: Choralvorspiel 'O wie selig' (Op. 67, Nr. 52)
c05328925_12.mp3;12998467;mp3;audio/mpeg;B3: Choralvorspiel 'O Welt, ich muss dich lassen' (Op. 67, Nr. 33);Reger, Max: Max Reger spielt eigene Orgelwerke / B3: Choralvorspiel 'O Welt, ich muss dich lassen' (Op. 67, Nr. 33)
c05328925_13.mp3;12998468;mp3;audio/mpeg;B4: Canzone Es-Dur (Op. 65, Nr. 9);Reger, Max: Max Reger spielt eigene Orgelwerke / B4: Canzone Es-Dur (Op. 65, Nr. 9)
c05328925_14.mp3;12998469;mp3;audio/mpeg;B5: Benedictus (Op. 59, Nr. 9);Reger, Max: Max Reger spielt eigene Orgelwerke / B5: Benedictus (Op. 59, Nr. 9)
c05328925_15.mp3;12998470;mp3;audio/mpeg;B6: Choralvorspiel 'Lobt Gott, ihr Christen alle gleich' (Op. 67, Nr. 23);Reger, Max: Max Reger spielt eigene Orgelwerke / B6: Choralvorspiel 'Lobt Gott, ihr Christen alle gleich' (Op. 67, Nr. 23)
c05328925_16.mp3;12998471;mp3;audio/mpeg;B7: Choralvorspiel 'Wer nur den lieben Gott lässt walten' (Op. 67, Nr. 45);Reger, Max: Max Reger spielt eigene Orgelwerke / B7: Choralvorspiel 'Wer nur den lieben Gott lässt walten' (Op. 67, Nr. 45)
c05328925_17.mp3;12998472;mp3;audio/mpeg;B8: Choralvorspiel 'Wie wohl ist mir, o Freund der Seele' (Op. 67, Nr. 50);Reger, Max: Max Reger spielt eigene Orgelwerke / B8: Choralvorspiel 'Wie wohl ist mir, o Freund der Seele' (Op. 67, Nr. 50)
c063005x_A1_1._Akt__Part_1_.mp3;15123440;mp3;audio/mpeg;A1: 1. Akt (Part 1);c063005x A1 1. Akt (Part 1).mp3
c063005x_B1_1._Akt__Part_2_.mp3;15123441;mp3;audio/mpeg;B1: 1. Akt (Part 2);c063005x B1 1. Akt (Part 2).mp3
c063005x_C1_1._Akt__Part_3_.mp3;15123442;mp3;audio/mpeg;C1: 1. Akt (Part 3);c063005x C1 1. Akt (Part 3).mp3
c063005x_C1a_1._Akt_Szene_der_Leonore__Abscheulicher__wo_eilst_Du_hin_.mp3;15123443;mp3;audio/mpeg;C1a: 1. Akt Szene der Leonore (Abscheulicher, wo eilst Du hin);c063005x C1a 1. Akt Szene der Leonore (Abscheulicher, wo eilst Du hin).mp3
c063005x_D1_1._Akt__Part_4_.mp3;15123444;mp3;audio/mpeg;D1: 1. Akt (Part 4);c063005x D1 1. Akt (Part 4).mp3
c063005x_D1a_1._Akt_Chor_der_Gefangenen__O_holde_Lust_.mp3;15123445;mp3;audio/mpeg;D1a: 1. Akt Chor der Gefangenen (O holde Lust);c063005x D1a 1. Akt Chor der Gefangenen (O holde Lust).mp3
c063005x_E1_2._Akt__Part_1_.mp3;15123446;mp3;audio/mpeg;E1: 2. Akt (Part 1);c063005x E1 2. Akt (Part 1).mp3
c063005x_E1a_2._Akt_Szene_des_Florestan__Gott__welch_dunkel_hier_.mp3;15123447;mp3;audio/mpeg;E1a: 2. Akt Szene des Florestan (Gott, welch dunkel hier);c063005x E1a 2. Akt Szene des Florestan (Gott, welch dunkel hier).mp3
c063005x_F1_2._Akt__Part_2_.mp3;15123448;mp3;audio/mpeg;F1: 2. Akt (Part 2);c063005x F1 2. Akt (Part 2).mp3
c1470144x_A1_Ouvert_re.mp3;13495817;mp3;audio/mpeg;A1: Ouvertüre;c1470144x A1 Ouvertüre.mp3
c1470144x_A2_1._Akt__1._Teil_.mp3;13495818;mp3;audio/mpeg;A2: 1. Akt (1. Teil);c1470144x A2 1. Akt (1. Teil).mp3
c1470144x_B1_1._Akt__Schluss_.mp3;13495819;mp3;audio/mpeg;B1: 1. Akt (Schluss);c1470144x B1 1. Akt (Schluss).mp3
c1470144x_C1_2._Akt__1._Teil_.mp3;13495820;mp3;audio/mpeg;C1: 2. Akt (1. Teil);c1470144x C1 2. Akt (1. Teil).mp3
c1470144x_D1_2._Akt__Schluss_.mp3;13495821;mp3;audio/mpeg;D1: 2. Akt (Schluss);c1470144x D1 2. Akt (Schluss).mp3
c1531765x_A1_Vorspiel.mp3;13495891;mp3;audio/mpeg;A1: Vorspiel;c1531765x A1 Vorspiel.mp3
c1531765x_A2_1._Akt__1._Teil__Szenen_1_und_2_.mp3;13495892;mp3;audio/mpeg;A2: 1. Akt, 1. Teil (Szenen 1 und 2);c1531765x A2 1. Akt, 1. Teil (Szenen 1 und 2).mp3
c1531765x_B1_1._Akt__Schlu___Szenen_3_8_.mp3;13495893;mp3;audio/mpeg;B1: 1. Akt, Schluß (Szenen 3-8);c1531765x B1 1. Akt, Schluß (Szenen 3-8).mp3
c1531765x_C1_2._Akt__1._Teil__Szenen_1_3_.mp3;13495894;mp3;audio/mpeg;C1: 2. Akt, 1. Teil (Szenen 1-3);c1531765x C1 2. Akt, 1. Teil (Szenen 1-3).mp3
c1531765x_D1_2._Akt__Schlu___Szene_4_.mp3;13495895;mp3;audio/mpeg;D1: 2. Akt, Schluß (Szene 4);c1531765x D1 2. Akt, Schluß (Szene 4).mp3
c1531765x_D2_3._Akt__1._Teil__Szenen_1_und_2_.mp3;13495896;mp3;audio/mpeg;D2: 3. Akt, 1. Teil (Szenen 1 und 2);c1531765x D2 3. Akt, 1. Teil (Szenen 1 und 2).mp3
c1531765x_E1_3._Akt__2._Teil__Szenen_3_und_4_.mp3;13495897;mp3;audio/mpeg;E1: 3. Akt, 2. Teil (Szenen 3 und 4);c1531765x E1 3. Akt, 2. Teil (Szenen 3 und 4).mp3
c1531765x_F1_3._Akt__Schlu___Szene_5_.mp3;13495898;mp3;audio/mpeg;F1: 3. Akt, Schluß (Szene 5);c1531765x F1 3. Akt, Schluß (Szene 5).mp3
c187_0053x_A1_Allegro.mp3;14145893;mp3;audio/mpeg;A1: Allegro;c187-0053x A1 Allegro.mp3
c187_0053x_A2_Adagio.mp3;14145894;mp3;audio/mpeg;A2: Adagio;c187-0053x A2 Adagio.mp3
c187_0053x_A3_Allegro.mp3;14145895;mp3;audio/mpeg;A3: Allegro;c187-0053x A3 Allegro.mp3
c187_0053x_A4a_Menuet_I.mp3;14145896;mp3;audio/mpeg;A4a: Menuet I;c187-0053x A4a Menuet I.mp3
c187_0053x_A4b_Trio_I.mp3;14145897;mp3;audio/mpeg;A4b: Trio I;c187-0053x A4b Trio I.mp3
c187_0053x_A4c_Menuet_II.mp3;14145898;mp3;audio/mpeg;A4c: Menuet II;c187-0053x A4c Menuet II.mp3
c187_0053x_A4d_Polacca.mp3;14145899;mp3;audio/mpeg;A4d: Polacca;c187-0053x A4d Polacca.mp3
c187_0053x_A4e_Menuet_III.mp3;14145900;mp3;audio/mpeg;A4e: Menuet III;c187-0053x A4e Menuet III.mp3
c187_0053x_A4f_Trio_II.mp3;14145901;mp3;audio/mpeg;A4f: Trio II;c187-0053x A4f Trio II.mp3
c187_0053x_A4g_Menuet_IV.mp3;14145902;mp3;audio/mpeg;A4g: Menuet IV;c187-0053x A4g Menuet IV.mp3
c187_0053x_A5_Allegro.mp3;14145903;mp3;audio/mpeg;A5: Allegro;c187-0053x A5 Allegro.mp3
c187_0053x_B1_Andante.mp3;14145904;mp3;audio/mpeg;B1: Andante;c187-0053x B1 Andante.mp3
